# synthetic scope export - see gen_synthetic.py (provenance: synthetic)
time_s,volts
0.049400,4.71499
0.049600,4.69272
0.049800,4.67351
0.050000,4.70334
0.050200,4.70013
0.050400,4.70580
0.050600,4.71796
0.050800,4.69928
0.051000,4.71661
0.051200,4.69645
0.051400,4.69694
0.051600,4.69809
0.051800,4.68631
0.052000,4.69806
0.052200,4.71114
0.052400,4.71525
0.052600,4.69784
0.052800,4.68418
0.053000,4.70455
0.053200,4.70833
0.053400,4.70448
0.053600,4.68567
0.053800,4.69915
0.054000,4.71126
0.054200,4.70556
0.054400,4.68281
0.054600,4.70749
0.054800,4.70466
0.055000,4.72451
0.055200,4.71166
0.055400,4.68201
0.055600,4.71634
0.055800,4.69694
0.056000,4.70916
0.056200,4.70039
0.056400,4.70721
0.056600,4.72329
0.056800,4.71855
0.057000,4.71519
0.057200,4.69690
0.057400,4.68203
0.057600,4.70991
0.057800,4.68671
0.058000,4.70313
0.058200,4.70466
0.058400,4.69015
0.058600,4.69786
0.058800,4.71783
0.059000,4.70517
0.059200,4.68042
0.059400,4.69516
0.059600,4.68369
0.059800,4.70469
0.060000,4.70442
0.060200,4.69056
0.060400,4.69513
0.060600,4.69839
0.060800,4.69452
0.061000,4.68633
0.061200,4.69302
0.061400,4.70824
0.061600,4.69804
0.061800,4.70443
0.062000,4.69733
0.062200,4.68344
0.062400,4.67726
0.062600,4.70098
0.062800,4.69824
0.063000,4.72253
0.063200,4.69276
0.063400,4.71331
0.063600,4.69749
0.063800,4.68656
0.064000,4.70002
0.064200,4.71098
0.064400,4.69044
0.064600,4.70145
0.064800,4.71131
0.065000,4.71047
0.065200,4.70419
0.065400,4.70743
0.065600,4.69429
0.065800,4.70421
0.066000,4.71109
0.066200,4.69155
0.066400,4.69725
0.066600,4.73283
0.066800,4.70849
0.067000,4.70640
0.067200,4.70193
0.067400,4.69119
0.067600,4.67824
0.067800,4.69192
0.068000,4.69824
0.068200,4.69625
0.068400,4.68002
0.068600,4.71532
0.068800,4.69625
0.069000,4.70402
0.069200,4.69987
0.069400,4.68832
0.069600,4.72164
0.069800,4.68356
0.070000,4.68891
0.070200,4.69013
0.070400,4.69299
0.070600,4.69074
0.070800,4.69237
0.071000,4.68717
0.071200,4.70747
0.071400,4.68155
0.071600,4.71542
0.071800,4.69830
0.072000,4.69698
0.072200,4.70115
0.072400,4.68473
0.072600,4.69922
0.072800,4.70110
0.073000,4.66739
0.073200,4.69146
0.073400,4.68743
0.073600,4.70749
0.073800,4.69011
0.074000,4.70080
0.074200,4.70183
0.074400,4.70664
0.074600,4.71337
0.074800,4.69670
0.075000,4.70653
0.075200,4.69523
0.075400,4.68493
0.075600,4.70531
0.075800,4.69598
0.076000,4.70143
0.076200,4.70570
0.076400,4.71221
0.076600,4.67992
0.076800,4.69867
0.077000,4.70149
0.077200,4.70416
0.077400,4.73222
0.077600,4.72213
0.077800,4.69854
0.078000,4.67907
0.078200,4.70265
0.078400,4.69058
0.078600,4.68146
0.078800,4.71414
0.079000,4.69216
0.079200,4.71491
0.079400,4.69468
0.079600,4.71472
0.079800,4.70404
0.080000,4.71644
0.080200,4.69508
0.080400,4.71739
0.080600,4.69883
0.080800,4.68567
0.081000,4.70323
0.081200,4.68409
0.081400,4.70829
0.081600,4.72666
0.081800,4.68541
0.082000,4.68845
0.082200,4.68973
0.082400,4.69083
0.082600,4.70288
0.082800,4.73495
0.083000,4.67879
0.083200,4.69089
0.083400,4.67403
0.083600,4.70818
0.083800,4.69420
0.084000,4.68941
0.084200,4.68103
0.084400,4.68990
0.084600,4.70677
0.084800,4.69641
0.085000,4.70000
0.085200,4.71278
0.085400,4.71129
0.085600,4.68630
0.085800,4.73059
0.086000,4.69434
0.086200,4.69935
0.086400,4.71576
0.086600,4.71992
0.086800,4.72072
0.087000,4.68848
0.087200,4.70408
0.087400,4.70871
0.087600,4.70650
0.087800,4.71141
0.088000,4.70252
0.088200,4.70085
0.088400,4.66971
0.088600,4.68103
0.088800,4.70560
0.089000,4.70052
0.089200,4.70018
0.089400,4.70087
0.089600,4.70140
0.089800,4.69816
0.090000,4.70528
0.090200,4.68794
0.090400,4.68208
0.090600,4.71966
0.090800,4.70496
0.091000,4.70201
0.091200,4.71467
0.091400,4.70395
0.091600,4.72361
0.091800,4.70150
0.092000,4.68607
0.092200,4.70050
0.092400,4.68563
0.092600,4.69770
0.092800,4.70360
0.093000,4.69917
0.093200,4.68546
0.093400,4.70880
0.093600,4.71947
0.093800,4.69792
0.094000,4.71778
0.094200,4.73023
0.094400,4.70580
0.094600,4.70732
0.094800,4.69442
0.095000,4.70229
0.095200,4.70911
0.095400,4.71109
0.095600,4.68983
0.095800,4.70350
0.096000,4.69303
0.096200,4.69982
0.096400,4.71534
0.096600,4.68150
0.096800,4.69606
0.097000,4.70158
0.097200,4.70976
0.097400,4.69080
0.097600,4.68223
0.097800,4.70504
0.098000,4.68748
0.098200,4.70206
0.098400,4.68789
0.098600,4.69308
0.098800,4.72218
0.099000,4.70962
0.099200,4.67931
0.099400,4.69501
0.099600,4.70576
0.099800,4.70707
0.100000,4.69546
0.100200,4.67765
0.100400,4.68688
0.100600,4.68005
0.100800,4.70161
0.101000,4.70407
0.101200,4.70129
0.101400,4.71202
0.101600,4.70767
0.101800,4.70243
0.102000,4.69371
0.102200,4.72386
0.102400,4.69328
0.102600,4.68582
0.102800,4.69970
0.103000,4.70347
0.103200,0.01571
0.103400,0.01383
0.103600,0.03525
0.103800,0.04995
0.104000,0.04498
0.104200,0.04738
0.104400,0.02911
0.104600,0.02939
0.104800,0.03591
0.105000,0.03956
0.105200,0.03659
0.105400,0.05989
0.105600,0.05578
0.105800,0.04885
0.106000,0.04332
0.106200,0.01938
0.106400,0.05167
0.106600,0.04767
0.106800,0.02402
0.107000,0.02738
0.107200,0.03946
0.107400,0.03101
0.107600,0.03403
0.107800,0.03192
0.108000,0.03560
0.108200,0.06058
0.108400,0.03691
0.108600,0.02262
0.108800,0.05409
0.109000,0.04897
0.109200,0.02133
0.109400,0.02972
0.109600,0.05514
0.109800,0.05061
0.110000,0.04142
0.110200,0.05134
0.110400,0.05109
0.110600,0.03447
0.110800,0.05065
0.111000,0.04369
0.111200,0.03819
0.111400,0.04420
0.111600,0.02787
0.111800,0.04242
0.112000,0.02979
0.112200,0.04971
0.112400,0.02489
0.112600,0.05203
0.112800,0.05305
0.113000,0.03880
0.113200,0.03373
0.113400,0.04186
0.113600,0.03965
0.113800,0.05843
0.114000,0.04421
0.114200,0.04355
0.114400,0.04805
0.114600,0.04814
0.114800,0.03213
0.115000,0.04746
0.115200,0.05311
0.115400,0.05305
0.115600,0.05943
0.115800,0.02807
0.116000,0.06477
0.116200,0.03409
0.116400,0.03129
0.116600,0.05897
0.116800,0.05371
0.117000,0.01383
0.117200,0.04517
0.117400,0.03510
0.117600,0.04822
0.117800,0.04647
0.118000,0.02740
0.118200,0.03988
0.118400,0.02891
0.118600,0.02761
0.118800,0.04457
0.119000,0.05045
0.119200,0.05907
0.119400,0.04258
0.119600,0.03527
0.119800,0.05388
0.120000,0.03646
0.120200,0.03760
0.120400,0.04904
0.120600,0.05194
0.120800,0.02982
0.121000,0.04312
0.121200,0.02092
0.121400,0.04147
0.121600,0.05194
0.121800,0.05098
0.122000,0.04510
0.122200,0.03568
0.122400,0.01175
0.122600,0.03465
0.122800,0.05239
0.123000,0.02679
0.123200,0.02198
0.123400,0.04367
0.123600,0.04479
0.123800,0.04288
0.124000,0.03678
0.124200,0.03964
0.124400,0.03126
0.124600,0.02715
0.124800,0.03578
0.125000,0.02782
0.125200,0.02054
0.125400,0.05345
0.125600,0.03336
0.125800,0.02368
0.126000,0.03739
0.126200,0.04387
0.126400,0.02492
0.126600,0.03897
0.126800,0.03126
0.127000,0.01948
0.127200,0.04706
0.127400,0.03674
0.127600,0.02902
0.127800,0.05225
0.128000,0.03980
0.128200,0.05291
0.128400,0.02904
0.128600,0.04086
0.128800,0.03997
0.129000,0.04959
0.129200,0.01321
0.129400,0.03497
0.129600,0.04894
0.129800,0.04596
0.130000,0.04195
0.130200,0.05141
0.130400,0.06391
0.130600,0.04958
0.130800,0.05297
0.131000,0.05019
0.131200,0.04921
0.131400,0.04708
0.131600,0.03052
0.131800,0.02377
0.132000,0.03660
0.132200,0.04340
0.132400,0.05160
0.132600,0.03268
0.132800,0.02734
0.133000,0.04920
0.133200,0.03952
0.133400,0.04492
0.133600,0.05578
0.133800,0.04548
0.134000,0.04066
0.134200,0.02986
0.134400,0.05823
0.134600,0.03956
0.134800,0.02567
0.135000,0.03250
0.135200,0.04551
0.135400,0.03131
0.135600,0.04106
0.135800,0.04551
0.136000,0.04329
0.136200,0.05844
0.136400,0.05637
0.136600,0.02557
0.136800,0.05467
0.137000,0.02094
0.137200,0.04282
0.137400,0.04481
0.137600,0.03585
0.137800,0.03393
0.138000,0.02391
0.138200,0.05174
0.138400,0.04612
0.138600,0.03352
0.138800,0.04421
0.139000,0.04126
0.139200,0.04729
0.139400,0.05482
0.139600,0.03497
0.139800,0.01348
0.140000,0.03999
0.140200,0.05199
0.140400,0.05033
0.140600,0.04434
0.140800,0.02915
0.141000,0.03900
0.141200,0.03734
0.141400,0.04075
0.141600,0.05177
0.141800,0.05903
0.142000,0.04008
0.142200,0.05651
0.142400,0.04546
0.142600,0.06247
0.142800,0.02081
0.143000,0.03657
0.143200,0.03611
0.143400,0.06319
0.143600,0.03690
0.143800,0.04326
0.144000,0.05387
0.144200,0.03259
0.144400,0.03613
0.144600,0.04270
0.144800,0.05802
0.145000,0.02449
0.145200,0.06008
0.145400,0.03444
0.145600,0.03405
0.145800,0.05542
0.146000,0.03152
0.146200,0.04451
0.146400,0.04703
0.146600,0.03378
0.146800,0.03314
0.147000,0.03724
0.147200,0.03523
0.147400,0.02885
0.147600,0.04607
0.147800,0.03590
0.148000,0.02956
0.148200,0.04808
0.148400,0.05422
0.148600,0.04423
0.148800,0.04289
0.149000,0.05279
0.149200,0.03043
0.149400,0.04011
0.149600,0.02761
0.149800,0.02957
0.150000,0.03254
0.150200,0.03447
0.150400,0.04174
0.150600,0.02861
0.150800,0.03082
0.151000,0.03864
0.151200,0.03746
0.151400,0.03311
0.151600,0.02967
0.151800,0.05471
0.152000,0.04762
0.152200,0.02971
0.152400,0.03089
0.152600,0.05554
0.152800,0.04910
0.153000,0.04789
0.153200,0.02712
0.153400,0.03976
0.153600,0.05466
0.153800,0.05384
0.154000,0.04369
0.154200,0.03280
0.154400,0.04959
0.154600,0.04747
0.154800,0.03055
0.155000,0.03399
0.155200,0.03344
0.155400,0.04993
0.155600,0.03776
0.155800,0.02744
0.156000,0.02213
0.156200,0.03820
0.156400,0.03853
0.156600,0.05800
0.156800,0.03872
0.157000,0.02297
0.157200,0.03817
0.157400,0.03665
0.157600,0.04099
0.157800,0.05562
0.158000,0.04433
0.158200,0.04979
0.158400,0.02102
0.158600,0.03857
0.158800,0.05082
0.159000,0.03687
0.159200,0.05150
0.159400,0.03323
0.159600,0.02372
0.159800,0.03718
0.160000,0.00848
0.160200,0.04070
0.160400,0.03996
0.160600,0.04336
0.160800,0.04690
0.161000,0.05266
0.161200,0.04303
0.161400,0.02084
0.161600,0.02944
0.161800,0.04100
0.162000,0.04652
0.162200,0.02452
0.162400,0.05283
0.162600,0.01702
0.162800,0.03178
0.163000,0.02684
0.163200,0.03065
0.163400,0.03006
0.163600,0.04059
0.163800,0.03890
0.164000,0.04600
0.164200,0.04949
0.164400,0.03263
0.164600,0.01772
0.164800,0.03872
0.165000,0.01984
0.165200,0.02405
0.165400,0.03781
0.165600,0.02010
0.165800,0.04249
0.166000,0.04478
0.166200,0.04653
0.166400,0.04196
0.166600,0.02421
0.166800,0.00770
0.167000,0.02433
0.167200,0.04903
0.167400,0.04743
0.167600,0.02954
0.167800,0.02899
0.168000,0.01347
0.168200,0.04501
0.168400,0.03573
0.168600,0.04116
0.168800,0.04365
0.169000,0.05846
0.169200,0.03575
0.169400,0.02277
0.169600,0.02956
0.169800,0.05195
0.170000,0.02003
0.170200,0.02918
0.170400,0.02755
0.170600,0.04511
0.170800,0.03765
0.171000,0.03933
0.171200,0.04823
0.171400,0.02831
0.171600,0.04356
0.171800,0.03195
0.172000,0.05129
0.172200,0.04454
0.172400,0.02133
0.172600,0.06967
0.172800,0.03926
0.173000,0.06545
0.173200,0.00686
0.173400,0.04406
0.173600,0.05101
0.173800,0.02007
0.174000,0.04120
0.174200,0.05692
0.174400,0.04184
0.174600,0.02227
0.174800,0.04351
0.175000,0.02340
0.175200,0.03758
0.175400,0.04243
0.175600,0.04892
0.175800,0.03534
0.176000,0.04312
0.176200,0.04390
0.176400,0.03911
0.176600,0.04922
0.176800,0.03516
0.177000,0.03891
0.177200,0.01663
0.177400,0.05718
0.177600,0.05032
0.177800,0.04175
0.178000,0.05923
0.178200,0.05410
0.178400,0.02367
0.178600,0.04575
0.178800,0.03816
0.179000,0.06059
0.179200,0.02950
0.179400,0.03033
0.179600,0.05267
0.179800,0.06045
0.180000,0.03012
0.180200,0.03849
0.180400,0.04637
0.180600,0.03593
0.180800,0.03835
0.181000,0.04261
0.181200,0.02753
0.181400,0.02463
0.181600,0.04792
0.181800,0.05434
0.182000,0.03762
0.182200,0.06498
0.182400,0.04230
0.182600,0.04522
0.182800,0.04088
0.183000,0.06099
0.183200,0.04921
0.183400,0.04172
0.183600,0.05674
0.183800,0.03040
0.184000,0.05353
0.184200,0.03622
0.184400,0.02967
0.184600,0.03412
0.184800,0.02774
0.185000,0.02933
0.185200,0.03964
0.185400,0.03652
0.185600,0.03174
0.185800,0.06508
0.186000,0.03664
0.186200,0.04147
0.186400,0.03795
0.186600,0.03817
0.186800,0.02062
0.187000,0.03443
0.187200,0.04467
0.187400,0.04874
0.187600,0.03532
0.187800,0.03493
0.188000,0.05172
0.188200,0.04448
0.188400,0.05033
0.188600,0.03834
0.188800,0.03670
0.189000,0.02860
0.189200,0.04384
0.189400,0.07199
0.189600,0.03589
0.189800,0.02291
0.190000,0.02689
0.190200,0.01885
0.190400,0.04772
0.190600,0.02514
0.190800,0.02647
0.191000,0.03813
0.191200,0.06209
0.191400,0.03731
0.191600,0.04816
0.191800,0.05410
0.192000,0.03835
0.192200,0.04660
0.192400,0.05345
0.192600,0.04187
0.192800,0.03088
0.193000,0.02914
0.193200,0.01367
0.193400,0.03470
0.193600,0.05786
0.193800,0.03338
0.194000,0.07090
0.194200,0.05360
0.194400,0.03312
0.194600,0.04169
0.194800,0.03072
0.195000,0.04925
0.195200,0.05644
0.195400,0.04417
0.195600,0.04920
0.195800,0.05495
0.196000,0.05392
0.196200,0.05081
0.196400,0.05688
0.196600,0.03690
0.196800,0.03351
0.197000,0.05230
0.197200,0.03256
0.197400,0.02890
0.197600,0.04498
0.197800,0.03761
0.198000,0.02542
0.198200,0.04166
0.198400,0.04652
0.198600,0.06037
0.198800,0.06232
0.199000,0.03192
0.199200,0.03885
0.199400,0.01743
0.199600,0.04061
0.199800,0.06192
0.200000,0.05838
0.200200,0.01398
0.200400,0.04936
0.200600,0.05297
0.200800,0.05161
0.201000,0.05239
0.201200,0.04433
0.201400,0.03971
0.201600,0.05700
0.201800,0.02476
0.202000,0.04691
0.202200,0.05690
0.202400,0.00487
0.202600,0.05281
0.202800,0.05196
0.203000,4.68903
0.203200,4.70756
0.203400,4.70172
0.203600,4.69328
0.203800,4.69917
0.204000,4.69128
0.204200,4.68971
0.204400,4.69852
0.204600,4.71398
0.204800,4.69430
0.205000,4.68905
0.205200,4.68865
0.205400,4.67505
0.205600,4.71498
0.205800,4.68925
0.206000,4.68931
0.206200,4.67870
0.206400,4.70201
0.206600,4.70150
0.206800,4.69323
0.207000,4.70647
0.207200,4.70443
0.207400,4.69241
0.207600,4.69760
0.207800,4.70134
0.208000,4.70103
0.208200,4.72504
0.208400,4.70614
0.208600,4.71868
0.208800,4.70169
0.209000,4.70238
0.209200,4.68850
0.209400,4.69307
0.209600,4.70913
0.209800,4.70863
0.210000,4.70057
0.210200,4.70510
0.210400,4.68411
0.210600,4.69888
0.210800,4.72651
0.211000,4.70883
0.211200,4.69050
0.211400,4.70370
0.211600,4.68946
0.211800,4.70086
0.212000,4.69042
0.212200,4.68728
0.212400,4.72420
0.212600,4.69330
0.212800,4.71276
0.213000,4.70637
0.213200,4.69657
0.213400,4.68367
0.213600,4.69226
0.213800,4.68823
0.214000,4.70916
0.214200,4.68497
0.214400,4.69606
0.214600,4.68459
0.214800,4.71763
0.215000,4.69207
0.215200,4.69040
0.215400,4.68439
0.215600,4.69094
0.215800,4.70430
0.216000,4.71150
0.216200,4.72014
0.216400,4.71651
0.216600,4.70501
0.216800,4.70835
0.217000,4.71099
0.217200,4.70030
0.217400,4.70886
0.217600,4.69829
0.217800,4.69022
0.218000,4.69753
0.218200,4.69381
0.218400,4.71753
0.218600,4.69579
0.218800,4.70103
0.219000,4.69322
0.219200,4.70264
0.219400,4.70687
0.219600,4.68805
0.219800,4.70946
0.220000,4.70467
0.220200,4.71753
0.220400,4.71548
0.220600,4.70256
0.220800,4.71147
0.221000,4.70625
0.221200,4.69733
0.221400,4.69484
0.221600,4.69368
0.221800,4.69478
0.222000,4.71008
0.222200,4.70211
0.222400,4.68961
0.222600,4.69791
0.222800,4.70326
0.223000,4.70089
0.223200,4.70196
0.223400,4.69972
0.223600,4.69446
0.223800,4.71662
0.224000,4.70477
0.224200,4.70739
0.224400,4.70239
0.224600,4.69864
0.224800,4.68098
0.225000,4.72659
0.225200,4.72049
0.225400,4.70441
0.225600,4.69072
0.225800,4.71891
0.226000,4.71060
0.226200,4.71770
0.226400,4.69868
0.226600,4.68258
0.226800,4.71085
0.227000,4.71119
0.227200,4.72124
0.227400,4.69915
0.227600,4.68985
0.227800,4.68343
0.228000,4.71998
0.228200,4.69861
0.228400,4.70575
0.228600,4.67488
0.228800,4.69071
0.229000,4.70697
0.229200,4.69420
0.229400,4.68706
0.229600,4.69203
0.229800,4.66520
0.230000,4.69663
0.230200,4.70505
0.230400,4.68035
0.230600,4.71303
0.230800,4.69564
0.231000,4.70513
0.231200,4.70475
0.231400,4.67114
0.231600,4.68972
0.231800,4.68545
0.232000,4.70184
0.232200,4.69549
0.232400,4.70533
0.232600,4.71726
0.232800,4.69197
0.233000,4.68424
0.233200,4.71070
0.233400,4.69617
0.233600,4.67895
0.233800,4.69646
0.234000,4.71996
0.234200,4.70028
0.234400,4.69264
0.234600,4.68281
0.234800,4.69291
0.235000,4.69189
0.235200,4.71493
0.235400,4.69582
0.235600,4.69951
0.235800,4.69272
0.236000,4.71928
0.236200,4.68785
0.236400,4.69780
0.236600,4.70989
0.236800,4.74032
0.237000,4.70454
0.237200,4.72284
0.237400,4.70063
0.237600,4.72833
0.237800,4.68966
0.238000,4.70103
0.238200,4.68574
0.238400,4.72469
0.238600,4.70293
0.238800,4.72639
0.239000,4.68326
0.239200,4.69544
0.239400,4.68887
0.239600,4.71545
0.239800,4.69706
0.240000,4.69288
0.240200,4.69943
0.240400,4.68871
0.240600,4.70301
0.240800,4.70232
0.241000,4.69871
0.241200,4.72023
0.241400,4.68868
0.241600,4.70195
0.241800,4.68840
0.242000,4.70318
0.242200,4.69468
0.242400,4.69904
0.242600,4.68825
0.242800,4.71030
0.243000,4.70801
0.243200,4.69128
0.243400,4.69951
0.243600,4.71029
0.243800,4.71410
0.244000,4.71387
0.244200,4.67631
0.244400,4.70879
0.244600,4.71011
0.244800,4.70089
0.245000,4.69114
0.245200,4.68547
0.245400,4.69859
0.245600,4.68205
0.245800,4.68558
0.246000,4.67176
0.246200,4.69991
0.246400,4.71425
0.246600,4.70443
0.246800,4.70399
0.247000,4.68108
0.247200,4.69715
0.247400,4.69077
0.247600,4.69952
0.247800,4.71098
0.248000,4.71419
0.248200,4.69413
0.248400,4.70019
0.248600,4.72533
0.248800,4.68486
0.249000,4.69731
0.249200,4.71231
0.249400,4.69156
0.249600,4.71359
0.249800,4.70741
0.250000,4.69633
0.250200,4.71812
0.250400,4.70353
0.250600,4.70433
0.250800,4.68878
0.251000,4.70796
0.251200,4.69890
0.251400,4.71565
0.251600,4.69740
0.251800,4.69893
0.252000,4.69886
0.252200,4.71869
0.252400,4.68203
0.252600,4.69720
0.252800,4.67608
0.253000,4.69877
0.253200,4.67219
0.253400,4.68612
0.253600,4.68859
0.253800,4.71909
0.254000,4.70740
0.254200,4.70491
0.254400,4.71907
0.254600,4.68968
0.254800,4.67272
0.255000,4.73201
0.255200,4.70526
0.255400,4.70672
0.255600,4.69521
0.255800,4.68627
0.256000,4.71028
0.256200,4.68208
0.256400,4.68637
0.256600,4.69208
0.256800,4.69968
0.257000,4.71159
0.257200,4.70097
0.257400,4.70115
0.257600,4.71164
0.257800,4.70374
0.258000,4.70290
0.258200,4.70827
0.258400,4.68490
0.258600,4.69167
0.258800,4.71532
0.259000,4.70290
0.259200,4.70822
0.259400,4.69646
0.259600,4.69084
0.259800,4.71401
0.260000,4.69016
0.260200,4.70004
0.260400,4.69740
0.260600,4.68760
0.260800,4.70108
0.261000,4.69103
0.261200,4.70235
0.261400,4.69257
0.261600,4.68876
0.261800,4.68899
0.262000,4.71872
0.262200,4.70296
0.262400,4.70480
0.262600,4.70072
0.262800,4.69414
0.263000,4.72130
0.263200,4.69280
0.263400,4.71520
0.263600,4.68176
0.263800,4.68123
0.264000,4.70999
0.264200,4.69853
0.264400,4.70803
0.264600,4.68373
0.264800,4.70151
0.265000,4.70912
0.265200,4.69413
0.265400,4.70489
0.265600,4.68163
0.265800,4.68931
0.266000,4.69159
0.266200,4.72756
0.266400,4.70020
0.266600,4.70038
0.266800,4.70945
0.267000,4.70546
0.267200,4.72470
0.267400,4.70113
0.267600,4.70454
0.267800,4.69212
0.268000,4.69437
0.268200,4.71701
0.268400,4.70887
0.268600,4.70820
0.268800,4.69413
0.269000,4.69559
0.269200,4.69554
0.269400,4.72195
0.269600,4.68494
0.269800,4.68555
0.270000,4.69857
0.270200,4.68394
0.270400,4.71141
0.270600,4.70185
0.270800,4.71757
0.271000,4.73171
0.271200,4.72031
0.271400,4.70400
0.271600,4.69698
0.271800,4.67783
0.272000,4.71195
0.272200,4.68878
0.272400,4.68465
0.272600,4.72123
0.272800,4.70934
0.273000,4.69585
0.273200,4.72362
0.273400,4.70905
0.273600,4.72430
0.273800,4.69833
0.274000,4.70369
0.274200,4.69982
0.274400,4.71803
0.274600,4.68573
0.274800,4.70994
0.275000,4.70389
0.275200,4.69083
0.275400,4.70245
0.275600,4.71055
0.275800,4.68542
0.276000,4.73811
0.276200,4.70773
0.276400,4.67550
0.276600,4.69068
0.276800,4.69706
0.277000,4.70019
0.277200,4.70999
0.277400,4.70769
0.277600,4.70930
0.277800,4.71524
0.278000,4.70796
0.278200,4.69975
